,Comb,Delay,Width,Sig
163.0,31,,0.0,
164.0,31,,0.0,
165.0,31,,0.0,
166.0,31,,0.0,
167.0,31,,0.0,
168.0,31,,0.0,
169.0,31,,0.0,
170.0,31,,0.0,
171.0,31,,0.0,
172.0,31,,0.0,
173.0,31,,0.0,
174.0,31,,0.0,
175.0,31,,0.0,
176.0,31,,0.0,
177.0,31,,0.0,
178.0,31,,0.0,
179.0,31,,0.0,
180.0,31,,0.0,
181.0,31,,0.0,
182.0,31,,0.0,
183.0,31,,0.0,
184.0,31,,0.0,
185.0,31,,0.0,
186.0,31,,0.0,
187.0,31,,0.0,
188.0,31,,0.0,
189.0,31,,0.0,
190.0,31,,0.0,
191.0,31,,0.0,
192.0,31,,0.0,
193.0,31,,0.0,
194.0,31,,0.0,
195.0,31,,0.0,
196.0,31,,0.0,
197.0,31,,0.0,
198.0,31,,0.0,
199.0,31,,0.0,
200.0,31,,0.0,
201.0,31,,0.0,
202.0,31,,0.0,
203.0,31,,0.0,
204.0,31,,0.0,
205.0,31,,0.0,
206.0,31,,0.0,
207.0,31,,0.0,
208.0,31,,0.0,
209.0,31,,0.0,
210.0,31,,0.0,
211.0,31,,0.0,
212.0,31,,0.0,
213.0,31,,0.0,
214.0,31,,0.0,
215.0,31,,0.0,
216.0,31,,0.0,
217.0,31,,0.0,
218.0,31,,0.0,
219.0,31,,0.0,
220.0,31,,0.0,
221.0,31,,0.0,
222.0,31,,0.0,
223.0,31,,0.0,
224.0,31,,0.0,
225.0,31,,0.0,
226.0,31,,0.0,
227.0,31,,0.0,
228.0,31,,0.0,
229.0,31,,0.0,
230.0,31,,0.0,
231.0,31,,0.0,
232.0,31,,0.0,
233.0,31,,0.0,
234.0,31,,0.0,
235.0,31,,0.0,
236.0,31,,0.0,
237.0,31,,0.0,
238.0,31,,0.0,
239.0,31,,0.0,
240.0,31,,0.0,
241.0,31,,0.0,
242.0,31,,0.0,
243.0,31,,0.0,
244.0,31,,0.0,
245.0,31,,0.0,
246.0,31,,0.0,
247.0,31,,0.0,
248.0,31,,0.0,
249.0,31,,0.0,
250.0,31,,0.0,
251.0,31,,0.0,
252.0,31,,0.0,
253.0,31,,0.0,
254.0,31,,0.0,
255.0,31,,0.0,
256.0,31,,0.0,
257.0,31,,0.0,
258.0,31,,0.0,
259.0,31,,0.0,
260.0,31,,0.0,
261.0,31,,0.0,
262.0,31,,0.0,
263.0,31,,0.0,
264.0,31,,0.0,
265.0,31,,0.0,
266.0,31,,0.0,
267.0,31,,0.0,
268.0,31,,0.0,
269.0,31,,0.0,
270.0,31,,0.0,
271.0,31,,0.0,
272.0,31,,0.0,
273.0,31,,0.0,
274.0,31,,0.0,
275.0,31,,0.0,
276.0,31,,0.0,
277.0,31,,0.0,
278.0,31,,0.0,
279.0,31,,0.0,
280.0,31,,0.0,
281.0,31,,0.0,
282.0,31,,0.0,
283.0,31,,0.0,
284.0,31,,0.0,
285.0,31,,0.0,
286.0,31,,0.0,
